ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Dr. Norden,,Hamburg,Kelter,2021,,,,,,,,ger,
,Edelweiß,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Edelweiß,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Edelweiß,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Edelweiß,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Edelweiß,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Edelweiß,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,,,,,,,ger,
