"koerperschaft_id","koerperschaft_name","koerperschaft_name_gnd","gnd_sachgruppe","name_flag","sachgruppe_flag","is_verlag_by_name","is_verlagsrelevant_by_sachgruppe","is_verlag_candidate","verlag_score"
"K983","Edition, Trio Infernale",NULL,NULL,"Verlag",NULL,True,False,True,1
"K984","EditionArtScience",NULL,NULL,"Verlag",NULL,True,False,True,1
"K985","Editionnova",NULL,NULL,"Verlag",NULL,True,False,True,1
"K986","Editions Leonis",NULL,NULL,"Verlag",NULL,True,False,True,1
"K987","Editora Girabrasil",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K988","Effecteve-Verl.","Effecteve Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K989","Effekt! - Buchverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K990","Ehe Familie Buch","Ehe Familie Buch Maria Büchsenmeister","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K991","Ehrenberg-Verl.","Huter & Klimesch GmbH Ehrenberg Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K992","Eichborn","Eichborn-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K993","Eichenspinner Verlag","Eichenspinner Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K994","Eifelbildverlag","Eifelbildverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K995","Eigen-Verlag, J.-C. Sermond",NULL,NULL,"Verlag",NULL,True,False,True,1
"K996","Eigenart-Verlag","eigenART Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K997","Eigenverlag","Eigenverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K998","Eigenverlag (Kindle Direct Publishing)",NULL,NULL,"Verlag",NULL,True,False,True,1
"K999","Eigenverlag Bernd Michael Hanel",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1000","Eigenverlag Karl Mader",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1001","Eigenverlag Manfred Strolz",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1002","Eigenverlag Max und Ruth Künzi-Frauchiger",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1003","Eigenverlag Micha Fuchs",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1004","Eigenverlag Rolf Barkhorn",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1005","Eigenverlag S. Philipp",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1006","Eigenverlag Wolfgang Domma",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1007","Eigenverlag-Liweitari Publishing",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1008","Einbuch Buch- und Literaturverlag","EINBUCH Buch- und Literaturverlag Leipzig","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1009","Einfach Lesen","Verlag Einfach Lesen","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1010","Einhorn Verlag","Einhorn-Verlag (Schwäbisch Gmünd)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1011","Eire Verlag","Eire Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1012","Eisenhut-Verl.","Eisenhut Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1013","El Faro Verlag","El Faro Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1014","ElIbiary",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1015","Elbaol Verlag","elbaol verlag hamburg","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1016","Elbufer Verlag","Elbufer Verlag UG (haftungsbeschränkt)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1017","Elbverlag","Elbverlag Magdeburg","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1018","Eldur Verlag","Eldur-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1019","Elf-Uhr-Verl.","Elf Uhr Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1020","Elfenbein","Elfenbein Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1021","Elif Verlag","Elif Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1022","Eligia Goroncy Verlag","Eligia Goroncy Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1023","Ellert & Richter Verlag","Ellert & Richter Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1024","Ellie Harding c/o Steffen TextArt",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1025","Elmar Langenbacher Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1026","Elsengold","Elsengold Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1027","Elsinor Verlag","Elsinor Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1028","Elster Verlag","Elster-Verlag (Baden-Baden)",NULL,"Verlag",NULL,True,False,True,1
"K1029","Elvea Verlag","Elvea Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1030","Elysion Books","Elysion-Books","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1031","Em Huisken Musik und Wort",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1032","Emmerich Books & Media",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1033","Emons Verlag","Emons Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1034","Endres-Editionshaus",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1035","Engeler Verlag","Urs Engeler (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2942","Verlag Ernst Vögel","Verlag Ernst Vogel (Basel)",NULL,"Verlag",NULL,True,False,True,1
"K1036","Engelportal-Verl.","Engelportal Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1037","Engelsdorfer Verlag","Engelsdorfer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1038","Engstler","Verlag Peter Engstler","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1039","Ennsthaler","Ennsthaler Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1041","Epospresse-Verl.","epospresse Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1042","Eppe","EPPE, Verlag und Offsetdruck, GmbH. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1043","Epubli","epubli GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1044","Erata-Literaturverl.","Edition Erata",NULL,"Verlag",NULL,True,False,True,1
"K1045","Erfurter Herbstlese e.V.","Erfurter Herbstlese (Erfurt)","Literarisches Leben",NULL,"verlagsrelevant",NULL,True,True,1
"K1046","Ergon","Ergon-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1047","Ergon-Verl.","Ergon-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1048","Erich Weiß Verlag","Erich Weiß Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1049","Eridanus Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1050","Erika Hörzer",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1051","Ernst Reinhardt Verlag","Ernst Reinhardt Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1052","Ernst-Moritz-Arndt-Gymnasium","Ernst-Moritz-Arndt-Gymnasium Bergen","Schule","Bildungseinrichtung",NULL,False,False,False,0
"K1053","Esch Verlag","Esch Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1054","Espenlaub-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1055","Espero-Verlag","Espero-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1056","Esras.net","Esras.net","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1057","Ess","Verlag Matthias Ess e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1058","Esslinger",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1059","Etaina","ETAINA-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1060","Etaina-Verl.","ETAINA-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1061","Eulenspiegel Verlag","Eulenspiegel-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1062","Europ. Univ.-Verl.","Europäischer Universitätsverlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1063","Europa Buch",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1064","Europa Verlagsgruppe",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1065","Europäischer Hochschulverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1066","Europäischer Literaturverlag","Europäischer Literaturverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1067","Europäischer Universitätsverlag","Europäischer Universitätsverlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1068","Evang. Ges.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1069","Evangelische Verlagsanstalt","Evangelische Verlagsanstalt","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1070","Evangelischer Presseverband","Evangelischer Presseverband in Österreich","Buchwissenschaft, Buchhandel","Verband","verlagsrelevant",False,True,True,1
"K1071","Even Terms Press",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1072","Exchange and Dialogue",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1073","F.W. Becker GmbH","F.W. Becker GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1074","FABW Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1075","FAW-Verlag","FAW-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1076","FELiCiTARiS","FELiCiTARiS",NULL,NULL,NULL,NULL,False,NULL,0
"K1077","FH Joanneum, Studiengang Informationsdesign","FH JOANNEUM Gesellschaft. Studiengang Informationsdesign",NULL,"Gemeinschaft",NULL,False,False,False,0
"K1078","FHL-Taschenbuch-Verl.","FHL-Taschenbuchverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1079","FRED & OTTO - Der Hundeverlag","FRED & OTTO - Der Hundeverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1080","FV, FahnauerVerlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1081","Faber & Faber","Faber & Faber Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1082","Fabuloso Verlag","Fabuloso Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1083","Fabylon","Fabylon-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1084","Factum Coloniae",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1085","Facultas","Facultas Universitätsverlag (Wien)",NULL,"Verlag",NULL,True,False,True,1
"K1086","Fagulon-Verlag","FAGULON-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1087","Fahner","Verlag Hans Fahner GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1088","Fakriro GbR",NULL,NULL,"Unternehmen",NULL,False,False,False,0
"K1089","Fantastic Shades","fantastic shades","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1090","Fantasy-Welt-Zone-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1091","Faro","FARO Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1092","Fechner-Sabo","Sigrid Fechner-Sabo (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1093","Feder & Schwert","Feder & Schwert GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1094","Feder-Ed.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1095","Federblau-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1096","Federfrei","Verlag Federfrei","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1097","Fehnland Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1098","Feiyr",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1099","Fel!x","FEL",NULL,NULL,NULL,NULL,False,NULL,0
"K1100","Feldhaus Verlag GmbH & Co. KG","FELDHAUS VERLAG GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1102","Festa","Festa Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1103","Feuertanz-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1104","Filidor-Verl.","Edition Filidor","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1105","Fink","Kunstverlag Josef Fink","Buchwissenschaft, Buchhandel; Bildende Kunst","Verlag","verlagsrelevant",True,True,True,2
"K1107","First-Minute-Taschenbuchverl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1108","Fischer Digital",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1109","Fischer Krüger","FISCHER Krüger","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1111","Fischer Verlag","Karin-Fischer-Verlag","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1112","Fischer-&-Fischer-Medien","FISCHER Medien- und Verlagsgesellschaft","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1113","Fischerinsel-Eigenverl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1114","Fischern",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1115","Flying Grandpa",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1116","Fohrmann Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1117","Folio Verlag","Folio-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1118","Fondation Servais pour la littérature luxembourgeoise","Fondation Servais pour la Littérature Luxembourgeoise",NULL,NULL,NULL,NULL,False,NULL,0
"K1119","Fontaine Verlag","Fontaine Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1120","Fontana Edizioni","Fontana edizioni",NULL,NULL,NULL,NULL,False,NULL,0
"K1121","Fontis","Fontis AG",NULL,NULL,NULL,NULL,False,NULL,0
"K1122","Format","FORMAT Druckerei & Verlagsgesellschaft mbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1123","Format Druckerei & Verlagsgesellschaft mbH","FORMAT Druckerei & Verlagsgesellschaft mbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1124","Forum Gundernhausen","Forum Gundernhausen",NULL,"Gemeinschaft",NULL,False,False,False,0
"K1125","Forum Stadtkirche Wunstorf","Forum Stadtkirche Wunstorf",NULL,"Gemeinschaft",NULL,False,False,False,0
"K1126","Forumhelden GmbH",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K1127","Fotolia","Fotolia Deutschland","Einzelne Branchen der Industrie und des Handwerks",NULL,NULL,NULL,False,NULL,0
"K1128","Fouqué-Literaturverl.","Fouqué Literaturverlag",NULL,"Verlag",NULL,True,False,True,1
"K1129","Francke",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1130","Frank",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1131","Franke Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1132","Frankfurter Allg.  Buch","Frankfurter Allgemeine Buch","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1133","Frankfurter Literaturverlag","Frankfurter Literaturverlag (Frankfurt, Main)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1134","Frankfurter Societäts-Medien","Frankfurter Societäts-Medien GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1135","Frankfurter Verl.-Anst.","Frankfurter Verlags-Anstalt","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1136","Franz Greno","Greno-Verlagsgesellschaft","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1137","Franzbrötchen-Verlag","Franzbrötchen-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1138","Frauenmuseum","Frauenmuseum Bonn","Gruppe, Organisationssoziologie, Interaktion; Kunstgeschichte; Archiv, Museum",NULL,NULL,NULL,False,NULL,0
"K1139","Frauenzimmer Verlag","Frauenzimmer Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1140","Free Pen Verlag","Free Pen Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1141","Freiburger Echo Verlag","Freiburger Echo Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1142","Freiwillige Feuerwehr Haiterbach, Abt. Haiterbach","Freiwillige Feuerwehr Haiterbach. Abteilung Haiterbach","Öffentliche Verwaltung, Öffentlicher Dienst",NULL,NULL,NULL,False,NULL,0
"K1143","Frenzongs Publ.","frenzongs publishing","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1144","Freunde der Literatur in Bayern e.V.","Verein der Freunde der Literatur in Bayern e.V.",NULL,"Verein",NULL,False,False,False,0
"K1145","Freundeskreis des Literaturhauses Schleswig-Holstein",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K1146","Freundeskreis, Botanischer Garten",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K1147","Freya Verlag","Freya Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1148","Frick",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1149","Friedenauer Presse","Friedenauer Presse","Presse",NULL,NULL,NULL,False,NULL,0
"K1150","Friedmann",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1151","Friedrich",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1152","Friedrich Reinhardt Verlag","Friedrich Reinhardt AG","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1153","Friedrich-Bödecker-Kreis in Sachsen-Anhalt","Friedrich-Bödecker-Kreis in Sachsen-Anhalt",NULL,"Gemeinschaft",NULL,False,False,False,0
"K1154","Frieling Verlag","Frieling & Partner","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1155","Friesische Philologie/Nordfriesische Wörterbuchstelle, Christian-Albrechts-Universität zu Kiel",NULL,NULL,"Bildungseinrichtung",NULL,False,False,False,0
"K1156","Fritzsche",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1157","Fuchs",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1158","Fundus-Verl.","Fundus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1159","Fölbach","Verlag Dietmar Fölbach","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1160","Förderverein Amtliche Vermessung im Kanton Bern","Förderverein 100 Jahre Amtliche Vermessung im Kanton Bern",NULL,"Verein",NULL,False,False,False,0
"K1161","Förderverein Stadtmuseum Hattingen",NULL,NULL,"Verein",NULL,False,False,False,0
"K1162","Förderverein für das Erich-Kästner-Museum","Förderverein für das Erich Kästner Museum",NULL,"Verein",NULL,False,False,False,0
"K1163","Förderwerk Elbinseln",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1164","Förster","Iris Förster (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1165","G-Medien GmbH","G-Medien GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1166","G. Braun Buchverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1167","GDruck-Verl.","GDruck-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1168","GEDOK Brandenburg","GEDOK Brandenburg","Kultur, Künste allgemein; Bildende Kunst; Literarisches Leben; Buchwissenschaft, Buchhandel; Musik (Allgemeines), Musikgeschichte",NULL,"verlagsrelevant",NULL,True,True,1
"K1169","GEROJOKO",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1170","GEV",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1171","GGSV",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1172","GNN Verlag","GNN Verlag Süd GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1173","GOYA",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1174","GPW-Medienverl.","GPW Medienverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1175","GRÄV, Verlag der GRÄGS",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1176","GUC",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1177","Gabriele Schäfer Verlag","Gabriele Schäfer (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1178","Gala-Ed.","Gala Edition","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1179","Galiani","Verlag Galiani Berlin","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1180","Galiani Berlin","Verlag Galiani Berlin","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1181","Galli","Galli Verlag (Wiesbaden)","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1182","Gallimard","Editions Gallimard","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1183","Gangan Verlag","Gangan Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1184","Gans Verlag","Edmund Gans Verlag (Lochham)",NULL,"Verlag",NULL,True,False,True,1
"K1185","Ganymed Edition",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1186","Garant","garant Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1187","Gardez!-Verl.","Gardez! Verlag","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1188","Gareis Marketing","Gareis Marketing Kommunikation","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1189","Garnies",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1190","GartenWEden Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1191","Gebr. Nadelmann",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1192","GedankenReich",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1193","Geest Verlag","Geest-Verlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1194","Gehrke","Konkursbuch Verlag Claudia Gehrke","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1195","Geiger Verlag","Geiger-Verlag",NULL,"Verlag",NULL,True,False,True,1
"K1196","Geistkirch Verlag","Geistkirch Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1197","Gelsing & Hoch Literaturverlag GbR",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1198","Gemeinde Kemmern",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1199","Gemeinde Wardenburg","Gemeinde Wardenburg. Gemeindedirektion","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1200","Gemeinnütziger Verein zur Förderung des Literaturschaffens und des kulturellen Austauschs zwischen Deutschen und Polen e.V.",NULL,NULL,"Verein",NULL,False,False,False,0
"K1201","Gemma","Gemma-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1202","Genniges",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1203","Gentner","A. W. Gentner-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1204","Georg Olms Verlag","Georg Olms Verlag AG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1205","Georg-Britting-Stiftung","Georg-Britting-Stiftung","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1206","Georg-von-Toyberg-Verl.","Georg von Toyberg Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1207","Gerhard, Johanna",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1208","Gerhard-Hess-Verlag","Gerhard Hess Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1209","Gerlinger, Stefan",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1210","Gernot Kröger",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1211","Gerth Medien","Gerth Medien","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1212","Gesellschaft Hessischer Literaturfreunde","Gesellschaft Hessischer Literaturfreunde","Literarisches Leben; Gruppe, Organisationssoziologie, Interaktion","Gemeinschaft","verlagsrelevant",False,True,True,1
"K1213","Gietl","Geschwister Gietl","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K1214","Gilgamesch-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1215","Gilles & Francke","Gilles & Francke","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1216","Gipfelbuch-Verl.","Gipfelbuch-Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1217","Girgis Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
