"koerperschaft_id","koerperschaft_name","koerperschaft_name_gnd","gnd_sachgruppe","name_flag","sachgruppe_flag","is_verlag_by_name","is_verlagsrelevant_by_sachgruppe","is_verlag_candidate","verlag_score"
"K191","Atrioc-Verl.","Atrioc-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K192","Atrium Verlag","Atrium Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K193","Attenkofer","Cl. Attenkofer (Straubing)",NULL,NULL,NULL,NULL,False,NULL,0
"K891","Edition Blaes",NULL,NULL,"Verlag",NULL,True,False,True,1
"K195","Audio-To-Go Publishing Ltd.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K196","Aufbau Verlag","Aufbau-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K197","Aufland-Verl.","Aufland Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K198","Augen Auf Verlag","Augen Auf Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K199","August-von-Goethe-Literaturverl.","August-von-Goethe-Literaturverlag","Einzelne Branchen der Industrie und des Handwerks","Verlag",NULL,True,False,True,1
"K200","Augusta Presse- und Verlags GmbH",NULL,NULL,"Verlag",NULL,True,False,True,1
"K201","Aumayer","Aumayer druck + media","Buchwissenschaft, Buchhandel","Druckerei","verlagsrelevant",False,True,True,1
"K202","Aurinia","Edition Aurinia Verlag für Hörbücher und Literatur e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K203","Auslesen-Verl.","Auslesen-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K204","Aussaat","Neukirchener Aussaat","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K205","Authal-Verl.","Authal Verlag Dr. Karin Halbritter","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K206","Autoren Netzwerk",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K207","Autoren-Feder-Verl.","Autoren-Feder Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K208","Autorenforum Köln e.V., Autorenforum Köln e.V.","AutorenForum Köln",NULL,"Gemeinschaft",NULL,False,False,False,0
"K209","Autorengruppe Märkischer Kreis",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K210","Autorenkollektiv Nord c/o Sören Steding",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K211","Autorenkreis Ruhr-Mark e.V.","Autorenkreis Ruhr-Mark","Literarisches Leben","Gemeinschaft","verlagsrelevant",False,True,True,1
"K212","Autorenquelle Limburg",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K213","Autumnus Verlag","Autumnus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K214","Avanti-Verl.","Avanti-Verlag (Neuenburg, Müllheim)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K215","Ave",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K216","Avinus","Avinus-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K217","AvivA","AvivA Britta Jürgs GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K218","Avocado Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K219","Axiomy Verlag","Axiomy Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K220","Axon","Axon","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K221","Ayon-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K222","Ayurveda-Verein Nexenhof",NULL,NULL,"Verein",NULL,False,False,False,0
"K223","Azur",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K224","B. Kühlen Verlag","B. Kühlen Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K225","B. Mastori",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K226","B. Montua",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K227","B.R. Filtec GmbH c/o Tahja Bennet",NULL,NULL,"Unternehmen",NULL,False,False,False,0
"K228","BACOPA VERLAG","Bacopa Handels- & Kulturges.m.b.H.","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K229","BC Publications","BC Publications GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K230","BE, Belle Epoque Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K231","BE, Belle Époque Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K232","BELLA triste e.V.","BELLA triste e.V.","Buchwissenschaft, Buchhandel","Verein","verlagsrelevant",False,True,True,1
"K233","BGG-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K234","BHN Books, Verlag Alexander Hinz",NULL,NULL,"Verlag",NULL,True,False,True,1
"K235","BJ-Autorenservice.de",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K236","BLB",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K237","BMV-Verl. Burau",NULL,NULL,"Verlag",NULL,True,False,True,1
"K238","BOAS-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K239","BOKEN Regionalverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K240","BOOKSun-Limited","BOOKSUN Limited Niederlassung Deutschland","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K241","BROTLOS Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K242","BS Verlag Rostock","BS-Verlag Rostock","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K243","BS motor Vertriebs und Verlags GmbH","BS Motor Vertriebs und Verlags GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K244","BSH-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K245","BUCHER",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K246","BVK, Buch-Verl. Kempen","BVK Buch Verlag Kempen GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K247","BVK, Buchverl. Krefeld",NULL,NULL,"Verlag",NULL,True,False,True,1
"K248","BVjA e.V.","Bundesverband Junger Autoren und Autorinnen","Literarisches Leben; Arbeit","Verband","verlagsrelevant",False,True,True,1
"K249","Baaltis Austria","Autorenverlag Baaltis Austria","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K250","Baar",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K251","Bachem",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K252","Bachem, J P","J. P. Bachem (Köln)",NULL,NULL,NULL,NULL,False,NULL,0
"K253","Bachem, J. P., Verlag GmbH","J. P. Bachem, Verlagsbuchhandlung (Köln)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K254","Bacopa Verlag","Bacopa Handels- & Kulturges.m.b.H.","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K255","Badischer Landwirtschafts-Verl.","Badischer Landwirtschafts-Verlag GmbH",NULL,"Verlag",NULL,True,False,True,1
"K256","BadnerBuch-Verl.","BadnerBuch-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K257","Baeschlin Verlag","Baeschlin Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K258","Bahnmayer","BAHNMAYER GmbH DRUCK + REPRO","Buchwissenschaft, Buchhandel","Druckerei","verlagsrelevant",False,True,True,1
"K259","Baier",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K260","Baier-BPB-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K261","Balaena-Verlag","Balaena-Verlag Dr. Heinz Granvogl e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K262","BaltArtGmbH Switzerland",NULL,NULL,"Unternehmen",NULL,False,False,False,0
"K263","Balthasar-Verl.","Balthasar Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K264","Baltica-Verl. Glücksburg",NULL,NULL,"Verlag",NULL,True,False,True,1
"K758","Ed. Aramo","Edition Aramo",NULL,"Verlag",NULL,True,False,True,1
"K892","Edition Blau, Rotpunktverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K265","Bar-Verlag","BAR-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K266","Bartels & Bleil, Verlag für ästhetischen Widerstand",NULL,NULL,"Verlag",NULL,True,False,True,1
"K267","Bartlmüllner","Bartlmüllner Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K268","Barton Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K269","BasisDruck Verlag","BasisDruck Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K270","Bassermann","Bassermann-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K271","Bastei Lübbe","Bastei Lübbe AG","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K272","Bauer","Bauer-Verlag (Thalhofen)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K273","Bauer-Verlag","Bauer-Verlag (Thalhofen)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K274","Baumann Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K275","Bautz","Bautz (Saulgau)",NULL,NULL,NULL,NULL,False,NULL,0
"K276","Bayer Verlag","Bayer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K277","Bayerischer Poeten- & Belletristik-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K278","Bayerland","Druckerei und Verlagsanstalt Bayerland GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K279","Be + Be",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K280","Be+Be-Verlag","Be&Be-Verlag",NULL,"Verlag",NULL,True,False,True,1
"K281","Be.bra-Verl.","be.bra verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K282","BeJot","BeJot-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K283","Beck","Verlag C.H. Beck","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K284","Beck, C H","H. W. Beck (C. Tappen) (Firma)",NULL,"Unternehmen",NULL,False,False,False,0
"K285","Begedia Verlag","Begedia Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K286","Begegnungen - Verlag für Natur und Leben",NULL,NULL,"Verlag",NULL,True,False,True,1
"K287","Beggerow","Beggerow Buchverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K288","Belletris-Verl.","Belletris-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K289","Belser","Chr.-Belser-Gesellschaft für Verlagsgeschäfte","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K290","Beltz",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K291","Beluga-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K292","Benedetto-Verl.","Benedetto Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K293","Benevento","Benevento Publishing",NULL,NULL,NULL,NULL,False,NULL,0
"K294","Benguela Publ.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K295","Benteli","Benteli Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K296","Berchtesgadener Anzeiger","Berchtesgadener Anzeiger KG","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K297","Berchtold-Haller-Verl.","Berchtold Haller Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K298","Berenkamp","Berenkamp Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K299","Berger",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K300","Bergischer Verlag","Bergischer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K301","Bergmann Verlag","Bergmann-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K302","Bergstadtverl. Korn","Bergstadtverlag Wilhelm Gottlieb Korn","Einzelne Branchen der Industrie und des Handwerks","Verlag",NULL,True,False,True,1
"K303","Bergverein zu Hüttenrode e.V.","Bergverein (Hüttenrode)",NULL,"Verein",NULL,False,False,False,0
"K304","Berlin Univ. Press","Berlin University Press","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K305","Berlin Verlag","Berlin Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K306","Berliner Kreis","Berliner Kreis",NULL,"Gemeinschaft",NULL,False,False,False,0
"K307","Berliner Taschenbuch-Verl.","bvt Berliner Taschenbuch Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K308","Bernardus","Bernardus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K309","Bernardus-Verl.","Bernardus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K310","Berner Schriftstellerinnen- und Schriftsteller-Verein","Berner Schriftstellerinnen- und Schriftsteller-Verein","Literarisches Leben; Arbeit","Verein","verlagsrelevant",False,True,True,1
"K311","Bernewitz, Paul",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K312","Bernstein-Verl.","Bernstein Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K313","Bernstein-Verlag","Bernstein Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K314","Bertelsmann","Bertelsmann Buchdruckerei, W. Bertelsmann",NULL,"Druckerei",NULL,False,False,False,0
"K315","Bertram",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K316","Bertuch Verlag GmbH","Bertuch Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K317","Best-Off-Verlag","BEST-Off-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K318","Betz",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K319","Beurenia-Verl. Joos","Beurenia-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K320","Beyond-Affinity-Verl.","Beyond Affinity Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K321","Biberacher Verlagsdruckerei","Biberacher Verlagsdruckerei","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K322","Biberacher Verlagsdruckerei GmbH & Co. KG","Biberacher Verlagsdruckerei","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K324","Bibliothek der Provinz GmbH","Verlag Bibliothek der Provinz","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K325","Bild und Heimat","Verlag Bild und Heimat","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K326","BildSpracheWortLaut",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K327","Bilderstöckchen-Buchvertrieb",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K328","Birgit Otten c/o Papyrus Autoren-Club",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K329","Birkhäuser","Birkhäuser (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K330","Birnbaum","Birnbaum Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K331","Black Library","Black Library","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K332","Black Umbrella Publisching",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K333","Black Umbrella Publishing",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K334","Blackelephant Publishing",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K335","Blaetterhaus","blaetterhaus","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K336","Blanvalet","Blanvalet-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K337","Blatt-Verl.","BLATT-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K338","Blattlaus Verlag","Blattlaus GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K339","Blattlaus-Verlag","Blattlaus GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K340","Blauer Punkt Verlag Fasson M","Blauer Punkt Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K341","Blaukreuz-Verlag","Blaukreuz-Verlag Bern","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K342","Blaulicht-Verlag","Blaulicht-Verlag GbR","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K343","Blitz",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K344","Blix - der neue Selbstverl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K345","Block-Verlag","Bloeck-Lichtblau Verlag",NULL,"Verlag",NULL,True,False,True,1
"K346","Blohn",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K347","Bloomsbury Taschenbuch",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K348","Blue Panther Books","blue panther books oHG","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K349","BlueStar-Verl.","BlueStar Verlag & Vertrieb e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K350","Blumenbar-Verl.","Blumenbar ein Imprint der Aufbau Verlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K351","BoD - Books on Demand","Books on Demand GmbH","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K352","Bock + Herchen","Bock + Herchen Verlag Inh. K. H. Bock","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K353","Bodan","Bodan Werft","Fahrzeugbau, Fördertechnik, Raumfahrttechnik; Einzelne Branchen der Industrie und des Handwerks",NULL,NULL,NULL,False,NULL,0
"K354","Boder","boeder AG","Handel allgemein, Dienstleistung allgemein",NULL,NULL,NULL,False,NULL,0
"K355","Bodner","Bodner Buchhandlung und Vlg.","Buchwissenschaft, Buchhandel","Buchhandlung","verlagsrelevant",False,True,True,1
"K356","Boer Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K357","Boesche",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K358","Boje","Boje Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K359","Boldt-Literaturverl.","Hans Boldt Literaturverlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K360","Bon-say-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K361","Bonifatius","Bonifatius GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K362","BookRix GmbH & Co. KG","BookRix GmbH & Co. KG","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K363","Booklover Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K364","Bookmundo Osiander",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K365","Books-and-bytes",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K366","Bookspot-Verl.","Bookspot Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K367","Bouvier Verlag","Bouvier-Verlag Herbert Grundmann","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K368","Bovis-Verl.","Bovis-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K369","Boxan","Boxan-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K370","Brack Verlag","Brack Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K371","Brandenburgische Genealogische Ges. Roter Adler","Brandenburgische Genealogische Gesellschaft Roter Adler","Buchwissenschaft, Buchhandel","Gemeinschaft","verlagsrelevant",False,True,True,1
"K372","Brandes","Verlag Renate Brandes","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K373","Brandes & Apsel","Brandes & Apsel Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K374","Brandstätter Verlag","Thiele & Brandstätter Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K375","Braumüller GmbH","Braumüller GmbH braumüller literaturverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K376","Braun",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K377","Brauseboys","Brauseboys (Künstlervereinigung)","Literarisches Leben; Theater, Tanz","Verein","verlagsrelevant",False,True,True,1
"K378","Bremer Tageszeitungen AG","Bremer Tageszeitungen AG","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K379","Brendel","Brendel und Brendel","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K380","Brendle","Christine Brendle (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K381","Brendow Verlag","Joh. Brendow & Sohn Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
