"koerperschaft_id","kategorie","n_publikationsbeteiligungen"
"K3043","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K3044","definitiv Verlag (Name + Sachgruppe)",5
"K3045","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3046","definitiv Verlag (Name + Sachgruppe)",18
"K3047","definitiv Verlag (Name + Sachgruppe)",1
"K3048","definitiv Verlag (Name + Sachgruppe)",1
"K3049","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K305","definitiv Verlag (Name + Sachgruppe)",5
"K3050","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3052","definitiv Verlag (Name + Sachgruppe)",1
"K3053","definitiv Verlag (Name + Sachgruppe)",5
"K3054","definitiv Verlag (Name + Sachgruppe)",17
"K3055","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3057","Verlag laut Name (keine verlagsrelevante Sachgruppe)",6
"K3058","definitiv Verlag (Name + Sachgruppe)",2
"K3059","definitiv Verlag (Name + Sachgruppe)",1
"K3061","definitiv Verlag (Name + Sachgruppe)",1
"K3062","definitiv Verlag (Name + Sachgruppe)",2
"K3063","definitiv Verlag (Name + Sachgruppe)",1
"K3064","definitiv Verlag (Name + Sachgruppe)",1
"K3065","definitiv Verlag (Name + Sachgruppe)",3
"K3066","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3068","definitiv Verlag (Name + Sachgruppe)",20
"K307","definitiv Verlag (Name + Sachgruppe)",7
"K3073","definitiv Verlag (Name + Sachgruppe)",2
"K3074","definitiv Verlag (Name + Sachgruppe)",1
"K3075","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3076","definitiv Verlag (Name + Sachgruppe)",2
"K3077","definitiv Verlag (Name + Sachgruppe)",1
"K3078","definitiv Verlag (Name + Sachgruppe)",1
"K3079","definitiv Verlag (Name + Sachgruppe)",3
"K308","definitiv Verlag (Name + Sachgruppe)",3
"K3080","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3081","definitiv Verlag (Name + Sachgruppe)",1
"K3085","definitiv Verlag (Name + Sachgruppe)",1
"K3086","definitiv Verlag (Name + Sachgruppe)",1
"K3087","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K3089","definitiv Verlag (Name + Sachgruppe)",4
"K309","definitiv Verlag (Name + Sachgruppe)",1
"K3090","definitiv Verlag (Name + Sachgruppe)",1
"K3091","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3092","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3093","definitiv Verlag (Name + Sachgruppe)",1
"K3094","definitiv Verlag (Name + Sachgruppe)",1
"K3095","definitiv Verlag (Name + Sachgruppe)",2
"K3096","definitiv Verlag (Name + Sachgruppe)",0
"K3097","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3098","definitiv Verlag (Name + Sachgruppe)",1
"K3099","definitiv Verlag (Name + Sachgruppe)",6
"K3100","definitiv Verlag (Name + Sachgruppe)",2
"K3101","definitiv Verlag (Name + Sachgruppe)",2
"K3102","definitiv Verlag (Name + Sachgruppe)",5
"K3103","definitiv Verlag (Name + Sachgruppe)",47
"K3104","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3105","definitiv Verlag (Name + Sachgruppe)",10
"K3106","definitiv Verlag (Name + Sachgruppe)",1
"K3108","definitiv Verlag (Name + Sachgruppe)",25
"K3111","definitiv Verlag (Name + Sachgruppe)",16
"K3112","definitiv Verlag (Name + Sachgruppe)",11
"K3116","definitiv Verlag (Name + Sachgruppe)",2
"K3117","definitiv Verlag (Name + Sachgruppe)",9
"K3119","definitiv Verlag (Name + Sachgruppe)",1
"K312","definitiv Verlag (Name + Sachgruppe)",4
"K3120","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K3123","Verlag laut Name (keine verlagsrelevante Sachgruppe)",7
"K3124","definitiv Verlag (Name + Sachgruppe)",1
"K3127","definitiv Verlag (Name + Sachgruppe)",1
"K3128","definitiv Verlag (Name + Sachgruppe)",7
"K3129","definitiv Verlag (Name + Sachgruppe)",1
"K313","definitiv Verlag (Name + Sachgruppe)",1
"K3132","definitiv Verlag (Name + Sachgruppe)",1
"K3134","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K3136","definitiv Verlag (Name + Sachgruppe)",1
"K3137","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3138","definitiv Verlag (Name + Sachgruppe)",16
"K3139","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3140","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3144","definitiv Verlag (Name + Sachgruppe)",2
"K3145","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3146","definitiv Verlag (Name + Sachgruppe)",1
"K3147","definitiv Verlag (Name + Sachgruppe)",1
"K3149","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3153","definitiv Verlag (Name + Sachgruppe)",1
"K3154","definitiv Verlag (Name + Sachgruppe)",5
"K3156","definitiv Verlag (Name + Sachgruppe)",1
"K316","definitiv Verlag (Name + Sachgruppe)",5
"K3160","definitiv Verlag (Name + Sachgruppe)",1
"K3161","definitiv Verlag (Name + Sachgruppe)",2
"K3162","definitiv Verlag (Name + Sachgruppe)",2
"K3163","definitiv Verlag (Name + Sachgruppe)",8
"K3165","definitiv Verlag (Name + Sachgruppe)",29
"K3166","definitiv Verlag (Name + Sachgruppe)",2
"K3167","definitiv Verlag (Name + Sachgruppe)",21
"K3168","definitiv Verlag (Name + Sachgruppe)",1
"K3169","definitiv Verlag (Name + Sachgruppe)",3
"K317","definitiv Verlag (Name + Sachgruppe)",2
"K3172","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3173","definitiv Verlag (Name + Sachgruppe)",6
"K3176","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3177","definitiv Verlag (Name + Sachgruppe)",1
"K3179","definitiv Verlag (Name + Sachgruppe)",1
"K3180","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3182","definitiv Verlag (Name + Sachgruppe)",2
"K3183","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3184","definitiv Verlag (Name + Sachgruppe)",2
"K3186","definitiv Verlag (Name + Sachgruppe)",1
"K3189","definitiv Verlag (Name + Sachgruppe)",7
"K319","definitiv Verlag (Name + Sachgruppe)",1
"K3190","definitiv Verlag (Name + Sachgruppe)",1
"K3191","definitiv Verlag (Name + Sachgruppe)",6
"K3192","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K3193","definitiv Verlag (Name + Sachgruppe)",3
"K3194","definitiv Verlag (Name + Sachgruppe)",5
"K3195","definitiv Verlag (Name + Sachgruppe)",1
"K3196","definitiv Verlag (Name + Sachgruppe)",9
"K3198","definitiv Verlag (Name + Sachgruppe)",4
"K32","definitiv Verlag (Name + Sachgruppe)",1
"K320","definitiv Verlag (Name + Sachgruppe)",3
"K3200","definitiv Verlag (Name + Sachgruppe)",1
"K3201","definitiv Verlag (Name + Sachgruppe)",3
"K3203","definitiv Verlag (Name + Sachgruppe)",2
"K3204","definitiv Verlag (Name + Sachgruppe)",5
"K3205","definitiv Verlag (Name + Sachgruppe)",1
"K3208","definitiv Verlag (Name + Sachgruppe)",1
"K3209","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K321","definitiv Verlag (Name + Sachgruppe)",0
"K3210","definitiv Verlag (Name + Sachgruppe)",1
"K3211","definitiv Verlag (Name + Sachgruppe)",3
"K3212","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3213","definitiv Verlag (Name + Sachgruppe)",3
"K3214","definitiv Verlag (Name + Sachgruppe)",1
"K322","definitiv Verlag (Name + Sachgruppe)",5
"K3220","definitiv Verlag (Name + Sachgruppe)",1
"K3221","definitiv Verlag (Name + Sachgruppe)",1
"K3224","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3225","definitiv Verlag (Name + Sachgruppe)",1
"K3226","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3228","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3230","Verlag laut Name (keine verlagsrelevante Sachgruppe)",32
"K3231","definitiv Verlag (Name + Sachgruppe)",7
"K3233","definitiv Verlag (Name + Sachgruppe)",1
"K3235","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3236","definitiv Verlag (Name + Sachgruppe)",11
"K324","definitiv Verlag (Name + Sachgruppe)",54
"K3240","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3241","definitiv Verlag (Name + Sachgruppe)",5
"K3243","definitiv Verlag (Name + Sachgruppe)",5
"K3245","definitiv Verlag (Name + Sachgruppe)",3
"K3248","definitiv Verlag (Name + Sachgruppe)",0
"K3249","definitiv Verlag (Name + Sachgruppe)",1
"K325","definitiv Verlag (Name + Sachgruppe)",1
"K3253","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3254","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3255","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3256","definitiv Verlag (Name + Sachgruppe)",1
"K3257","definitiv Verlag (Name + Sachgruppe)",2
"K3259","definitiv Verlag (Name + Sachgruppe)",38
"K3263","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K3266","definitiv Verlag (Name + Sachgruppe)",1
"K3270","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3271","definitiv Verlag (Name + Sachgruppe)",1
"K3272","definitiv Verlag (Name + Sachgruppe)",6
"K3276","definitiv Verlag (Name + Sachgruppe)",1
"K3277","definitiv Verlag (Name + Sachgruppe)",2
"K3278","definitiv Verlag (Name + Sachgruppe)",6
"K3279","definitiv Verlag (Name + Sachgruppe)",3
"K3282","definitiv Verlag (Name + Sachgruppe)",1
"K3283","definitiv Verlag (Name + Sachgruppe)",1
"K3286","definitiv Verlag (Name + Sachgruppe)",1
"K3287","definitiv Verlag (Name + Sachgruppe)",1
"K3289","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3290","definitiv Verlag (Name + Sachgruppe)",36
"K3293","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3295","definitiv Verlag (Name + Sachgruppe)",2
"K3297","definitiv Verlag (Name + Sachgruppe)",1
"K3299","definitiv Verlag (Name + Sachgruppe)",2
"K33","definitiv Verlag (Name + Sachgruppe)",1
"K330","definitiv Verlag (Name + Sachgruppe)",4
"K3300","definitiv Verlag (Name + Sachgruppe)",1
"K3301","definitiv Verlag (Name + Sachgruppe)",1
"K3302","definitiv Verlag (Name + Sachgruppe)",1
"K3303","definitiv Verlag (Name + Sachgruppe)",3
"K3304","definitiv Verlag (Name + Sachgruppe)",2
"K3305","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3306","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3307","Verlag laut Name (keine verlagsrelevante Sachgruppe)",11
"K3308","Verlag laut Name (keine verlagsrelevante Sachgruppe)",8
"K3309","definitiv Verlag (Name + Sachgruppe)",1
"K3310","definitiv Verlag (Name + Sachgruppe)",1
"K3311","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3312","definitiv Verlag (Name + Sachgruppe)",1
"K3313","definitiv Verlag (Name + Sachgruppe)",14
"K3314","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3315","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3316","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3317","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3318","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3319","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3320","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3321","definitiv Verlag (Name + Sachgruppe)",2
"K3322","definitiv Verlag (Name + Sachgruppe)",2
"K3323","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3324","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3325","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3326","definitiv Verlag (Name + Sachgruppe)",3
"K3327","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3328","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3329","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3330","definitiv Verlag (Name + Sachgruppe)",1
"K3331","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3332","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3333","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3334","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3335","definitiv Verlag (Name + Sachgruppe)",1
"K3337","definitiv Verlag (Name + Sachgruppe)",1
"K3340","definitiv Verlag (Name + Sachgruppe)",1
"K3341","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3343","definitiv Verlag (Name + Sachgruppe)",7
"K3345","definitiv Verlag (Name + Sachgruppe)",4
"K3346","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3347","definitiv Verlag (Name + Sachgruppe)",11
"K3348","definitiv Verlag (Name + Sachgruppe)",1
"K3351","definitiv Verlag (Name + Sachgruppe)",1
"K3352","definitiv Verlag (Name + Sachgruppe)",3
"K3354","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3356","definitiv Verlag (Name + Sachgruppe)",1
"K336","definitiv Verlag (Name + Sachgruppe)",9
"K3361","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3362","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3364","definitiv Verlag (Name + Sachgruppe)",2
"K3366","definitiv Verlag (Name + Sachgruppe)",8
"K3368","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K3369","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K337","definitiv Verlag (Name + Sachgruppe)",1
"K3370","definitiv Verlag (Name + Sachgruppe)",3
"K3371","definitiv Verlag (Name + Sachgruppe)",1
"K3372","definitiv Verlag (Name + Sachgruppe)",1
"K3373","definitiv Verlag (Name + Sachgruppe)",17
"K3376","definitiv Verlag (Name + Sachgruppe)",1
"K3377","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3378","definitiv Verlag (Name + Sachgruppe)",9
"K3382","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3384","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3386","definitiv Verlag (Name + Sachgruppe)",1
"K3387","definitiv Verlag (Name + Sachgruppe)",4
"K3388","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3391","definitiv Verlag (Name + Sachgruppe)",4
"K3393","definitiv Verlag (Name + Sachgruppe)",13
"K3397","definitiv Verlag (Name + Sachgruppe)",2
"K34","definitiv Verlag (Name + Sachgruppe)",1
"K340","definitiv Verlag (Name + Sachgruppe)",1
"K3400","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3404","definitiv Verlag (Name + Sachgruppe)",21
"K3405","definitiv Verlag (Name + Sachgruppe)",2
"K3406","definitiv Verlag (Name + Sachgruppe)",1
"K3408","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K341","definitiv Verlag (Name + Sachgruppe)",1
"K3410","definitiv Verlag (Name + Sachgruppe)",1
"K3414","definitiv Verlag (Name + Sachgruppe)",117
"K3416","definitiv Verlag (Name + Sachgruppe)",7
"K3419","definitiv Verlag (Name + Sachgruppe)",3
"K342","definitiv Verlag (Name + Sachgruppe)",16
"K3423","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3424","definitiv Verlag (Name + Sachgruppe)",1
"K3431","definitiv Verlag (Name + Sachgruppe)",1
"K3432","definitiv Verlag (Name + Sachgruppe)",1
"K3433","definitiv Verlag (Name + Sachgruppe)",68
"K3434","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K3435","definitiv Verlag (Name + Sachgruppe)",1
"K3437","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3438","definitiv Verlag (Name + Sachgruppe)",5
"K344","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3442","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3445","definitiv Verlag (Name + Sachgruppe)",3
"K3447","definitiv Verlag (Name + Sachgruppe)",7
"K3448","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3449","definitiv Verlag (Name + Sachgruppe)",1
"K345","Verlag laut Name (keine verlagsrelevante Sachgruppe)",6
"K3453","definitiv Verlag (Name + Sachgruppe)",4
"K3455","Verlag laut Name (keine verlagsrelevante Sachgruppe)",7
"K3456","definitiv Verlag (Name + Sachgruppe)",1
"K3459","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3461","definitiv Verlag (Name + Sachgruppe)",6
"K3463","definitiv Verlag (Name + Sachgruppe)",3
"K3468","definitiv Verlag (Name + Sachgruppe)",2
"K3469","definitiv Verlag (Name + Sachgruppe)",22
"K3472","definitiv Verlag (Name + Sachgruppe)",1
"K3475","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K3478","definitiv Verlag (Name + Sachgruppe)",5
"K3479","definitiv Verlag (Name + Sachgruppe)",1
"K3480","definitiv Verlag (Name + Sachgruppe)",14
"K3481","definitiv Verlag (Name + Sachgruppe)",5
"K3482","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3483","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3484","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3485","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K3486","definitiv Verlag (Name + Sachgruppe)",6
"K3488","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K349","definitiv Verlag (Name + Sachgruppe)",1
"K3490","definitiv Verlag (Name + Sachgruppe)",1
"K3492","definitiv Verlag (Name + Sachgruppe)",2
"K3493","definitiv Verlag (Name + Sachgruppe)",1
"K3494","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3495","definitiv Verlag (Name + Sachgruppe)",5
"K3496","definitiv Verlag (Name + Sachgruppe)",2
"K3497","definitiv Verlag (Name + Sachgruppe)",2
"K35","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K350","definitiv Verlag (Name + Sachgruppe)",3
"K3503","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3507","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3508","definitiv Verlag (Name + Sachgruppe)",2
"K3511","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3513","definitiv Verlag (Name + Sachgruppe)",3
"K3519","definitiv Verlag (Name + Sachgruppe)",2
"K352","definitiv Verlag (Name + Sachgruppe)",1
"K3522","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K3526","definitiv Verlag (Name + Sachgruppe)",4
"K356","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K358","definitiv Verlag (Name + Sachgruppe)",1
"K359","definitiv Verlag (Name + Sachgruppe)",5
"K360","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K363","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K366","definitiv Verlag (Name + Sachgruppe)",3
"K367","definitiv Verlag (Name + Sachgruppe)",6
"K368","definitiv Verlag (Name + Sachgruppe)",1
"K369","definitiv Verlag (Name + Sachgruppe)",1
"K370","definitiv Verlag (Name + Sachgruppe)",1
"K372","definitiv Verlag (Name + Sachgruppe)",3
"K373","definitiv Verlag (Name + Sachgruppe)",1
"K374","definitiv Verlag (Name + Sachgruppe)",1
"K375","definitiv Verlag (Name + Sachgruppe)",2
"K38","definitiv Verlag (Name + Sachgruppe)",2
"K381","definitiv Verlag (Name + Sachgruppe)",9
"K383","definitiv Verlag (Name + Sachgruppe)",15
"K384","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K387","definitiv Verlag (Name + Sachgruppe)",9
"K388","Verlag laut Name (keine verlagsrelevante Sachgruppe)",12
"K389","definitiv Verlag (Name + Sachgruppe)",2
"K39","definitiv Verlag (Name + Sachgruppe)",1
"K390","definitiv Verlag (Name + Sachgruppe)",53
"K392","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K394","Verlag laut Name (keine verlagsrelevante Sachgruppe)",8
"K396","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K397","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K4","definitiv Verlag (Name + Sachgruppe)",1
"K401","definitiv Verlag (Name + Sachgruppe)",5
"K402","definitiv Verlag (Name + Sachgruppe)",1
"K403","definitiv Verlag (Name + Sachgruppe)",2
"K405","definitiv Verlag (Name + Sachgruppe)",1
"K406","definitiv Verlag (Name + Sachgruppe)",1
"K408","definitiv Verlag (Name + Sachgruppe)",15
"K416","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K417","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K418","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K419","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K42","definitiv Verlag (Name + Sachgruppe)",1
"K427","definitiv Verlag (Name + Sachgruppe)",6
"K429","definitiv Verlag (Name + Sachgruppe)",2
"K430","definitiv Verlag (Name + Sachgruppe)",2
"K431","definitiv Verlag (Name + Sachgruppe)",1
"K433","definitiv Verlag (Name + Sachgruppe)",1
"K435","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K437","definitiv Verlag (Name + Sachgruppe)",2
"K439","definitiv Verlag (Name + Sachgruppe)",1
"K44","definitiv Verlag (Name + Sachgruppe)",1
"K442","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K443","definitiv Verlag (Name + Sachgruppe)",14
"K445","definitiv Verlag (Name + Sachgruppe)",1
"K446","definitiv Verlag (Name + Sachgruppe)",1
"K447","definitiv Verlag (Name + Sachgruppe)",2
"K45","definitiv Verlag (Name + Sachgruppe)",2
"K450","definitiv Verlag (Name + Sachgruppe)",1
"K453","definitiv Verlag (Name + Sachgruppe)",1
"K454","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K457","definitiv Verlag (Name + Sachgruppe)",3
"K458","definitiv Verlag (Name + Sachgruppe)",4
"K459","definitiv Verlag (Name + Sachgruppe)",1
"K46","definitiv Verlag (Name + Sachgruppe)",26
"K460","definitiv Verlag (Name + Sachgruppe)",1
"K462","definitiv Verlag (Name + Sachgruppe)",1
"K468","definitiv Verlag (Name + Sachgruppe)",3
"K469","definitiv Verlag (Name + Sachgruppe)",2
"K470","definitiv Verlag (Name + Sachgruppe)",2
"K471","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K474","definitiv Verlag (Name + Sachgruppe)",8
"K475","definitiv Verlag (Name + Sachgruppe)",2
"K478","definitiv Verlag (Name + Sachgruppe)",62
"K48","definitiv Verlag (Name + Sachgruppe)",7
"K481","definitiv Verlag (Name + Sachgruppe)",2
"K482","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K483","definitiv Verlag (Name + Sachgruppe)",2
"K484","definitiv Verlag (Name + Sachgruppe)",1
"K487","definitiv Verlag (Name + Sachgruppe)",0
"K488","definitiv Verlag (Name + Sachgruppe)",1
"K489","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K49","definitiv Verlag (Name + Sachgruppe)",1
"K490","definitiv Verlag (Name + Sachgruppe)",2
"K492","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K493","definitiv Verlag (Name + Sachgruppe)",3
"K497","definitiv Verlag (Name + Sachgruppe)",1
"K498","definitiv Verlag (Name + Sachgruppe)",6
"K501","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K502","definitiv Verlag (Name + Sachgruppe)",4
"K503","definitiv Verlag (Name + Sachgruppe)",4
"K506","definitiv Verlag (Name + Sachgruppe)",1
"K507","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K508","definitiv Verlag (Name + Sachgruppe)",4
"K51","definitiv Verlag (Name + Sachgruppe)",3
"K510","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K511","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K513","definitiv Verlag (Name + Sachgruppe)",1
"K514","definitiv Verlag (Name + Sachgruppe)",6
"K515","definitiv Verlag (Name + Sachgruppe)",1
"K517","definitiv Verlag (Name + Sachgruppe)",2
"K518","definitiv Verlag (Name + Sachgruppe)",7
"K519","definitiv Verlag (Name + Sachgruppe)",3
"K52","definitiv Verlag (Name + Sachgruppe)",1
"K520","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K524","definitiv Verlag (Name + Sachgruppe)",5
"K525","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K527","definitiv Verlag (Name + Sachgruppe)",2
"K528","definitiv Verlag (Name + Sachgruppe)",3
"K529","definitiv Verlag (Name + Sachgruppe)",1
"K530","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K531","definitiv Verlag (Name + Sachgruppe)",1
"K533","definitiv Verlag (Name + Sachgruppe)",1
"K536","Verlag laut Name (keine verlagsrelevante Sachgruppe)",8
"K537","definitiv Verlag (Name + Sachgruppe)",17
"K538","definitiv Verlag (Name + Sachgruppe)",3
"K540","definitiv Verlag (Name + Sachgruppe)",1
"K541","Verlag laut Name (keine verlagsrelevante Sachgruppe)",81
"K542","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K543","definitiv Verlag (Name + Sachgruppe)",9
"K544","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K545","definitiv Verlag (Name + Sachgruppe)",1
"K548","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K549","definitiv Verlag (Name + Sachgruppe)",3
"K550","definitiv Verlag (Name + Sachgruppe)",3
"K552","definitiv Verlag (Name + Sachgruppe)",3
"K557","definitiv Verlag (Name + Sachgruppe)",1
"K559","definitiv Verlag (Name + Sachgruppe)",2
"K561","definitiv Verlag (Name + Sachgruppe)",1
"K562","definitiv Verlag (Name + Sachgruppe)",6
"K567","definitiv Verlag (Name + Sachgruppe)",3
"K568","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K57","definitiv Verlag (Name + Sachgruppe)",1
"K570","definitiv Verlag (Name + Sachgruppe)",1
"K571","definitiv Verlag (Name + Sachgruppe)",1
"K573","definitiv Verlag (Name + Sachgruppe)",1
"K575","definitiv Verlag (Name + Sachgruppe)",3
"K576","definitiv Verlag (Name + Sachgruppe)",1
"K577","definitiv Verlag (Name + Sachgruppe)",1
"K578","definitiv Verlag (Name + Sachgruppe)",2
"K579","definitiv Verlag (Name + Sachgruppe)",3
"K581","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K583","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K587","Verlag laut Name (keine verlagsrelevante Sachgruppe)",6
"K588","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K590","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K591","definitiv Verlag (Name + Sachgruppe)",1
"K593","definitiv Verlag (Name + Sachgruppe)",16
"K595","definitiv Verlag (Name + Sachgruppe)",4
"K596","definitiv Verlag (Name + Sachgruppe)",1
"K597","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K598","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K600","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K601","definitiv Verlag (Name + Sachgruppe)",2
"K602","definitiv Verlag (Name + Sachgruppe)",2
"K604","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K605","definitiv Verlag (Name + Sachgruppe)",1
